Title,Price,Shipping,Condition,Is Auction?,No Best Offer
Nintendo New 3DS XL Galaxy Edition - Purple with Charger & Case Tested Authentic,C $341.99,+C $17.50 shipping,Pre-Owned,False,False
New Nintendo 3DS XL LL Pearl White Console Stylus Japanese ver [H],C $232.81,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL 5 Games,C $301.45,+C $49.64 shipping,New (Other),False,False
【Near Mint】NEW Nintendo 3DS LL Console -Monster Hunter X Edition(FOR PARTS/READ),C $191.83,+C $25.24 shipping,Parts Only,False,False
new nintendo 3ds xl galaxy edition,C $315.00,+C $15.77 shipping,Pre-Owned,False,False
New Nintendo 3DS XL Galaxy Edition CIB Complete In Box w/OEM Charger - MINT,C $399.99,+C $24.78 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯749,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯753,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Black / GRAY - NOT WORKING AS IS,C $167.86,+C $36.87 shipping,Parts Only,True,True
Nintendo New 3DS Black Tested Japan ver R4233,C $197.30,+C $9.59 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯741,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Complete In Box,C $342.56,+C $29.69 shipping,New (Other),False,True
Black Nintendo New 3DS XL Handheld Gaming System,C $226.09,+C $26.25 shipping,Pre-Owned,False,False
New Nintendo 3DS XL Pokémon Sun and Moon For Parts Not Working,C $173.03,+C $48.07 shipping estimate,Parts Only,False,False
Nintendo New 3DS XL Handheld Gaming System - Black,C $274.05,+C $37.13 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Console Various Colors with Box NTSC-J Excellent,C $287.62,Free shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯770,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
New 3DS black  Nintendo Console region Japanese ♯763,C $150.73,+C $20.55 shipping,Pre-Owned,False,True
"Nintendo ""New"" 3DS XL Galaxy Edition System Tested Working w/ Official Charger",C $277.48,+C $37.37 shipping,Pre-Owned,True,True
New Nintendo 3DS XL SNES edition 32 GB,C $589.21,+C $36.97 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Black - Top IPS Screen - With Box & Inserts!!!,C $363.12,+C $56.15 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL | Charger + 128GB SD Card | Region Free | USA Seller,C $328.85,+C $29.28 shipping,Good - Refurbished,False,True
NEW N3DS XL With WIRELESS Capture Red - 200+ Games Pokemon Bank 128gb SD - READ,C $575.50,+C $36.56 shipping,Pre-Owned,False,True
“New” Nintendo 3DS XL LL Monster Hunter Hunting Life Console,C $294.60,+C $28.28 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Handheld Game Console Only RED-001 Red,C $250.00,+C $25.00 shipping,Pre-Owned,False,True
"New 3DS XL System Nintendo - Red Tested w charger, microSD card, And Pokemon Red",C $287.74,+C $28.08 shipping,Pre-Owned,False,True
New* Nintendo 3DS XL Console The Legend of Zelda: Majora's Mask 3D 3 Game Lot,C $356.26,+C $49.96 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Galaxy Edition - Bundle - Great Condition - Tested!,C $328.86,+C $55.14 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Red *BUNDLE* With 5 Games + Case - NO CHARGER,C $274.05,+C $27.67 shipping,Pre-Owned,False,True
New Nintendo 3DS XL RED-001 Handheld Console Red Top Screen IPS Mario 3D Charger,C $341.12,+C $29.65 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Handheld Game Console Only RED-001 Red,C $274.04,+C $27.67 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Black - Bundle - Top IPS - Read Seller's Notes!!!,C $287.75,+C $53.93 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System Console - Black,C $301.44,+C $28.47 shipping,Pre-Owned,False,True
Nintendo 3DS XL Pokémon Edition Pikachu Yellow Console VGA 85+ NOT WATA CGC,"C $2,055.37",+C $89.45 shipping,Brand New,False,True
New Nintendo 3DS XL LL Metallic Blue Console Charger Japanese ver [CC],C $225.95,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Blue Console Stylus Working Tested Japanese ver,C $231.13,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Console Pokemon Sun & Moon Solgaleo Lunala Edition US,C $260.35,+C $34.12 shipping,Parts Only,False,False
New 3ds xl console (Runs Smoothly/Authentic/Tested/Reads Games Perfectly),C $232.94,+C $26.46 shipping,Pre-Owned,False,True
"Nintendo New 3DS XL - Black with case, charger, and 10 Games",C $274.05,+C $39.75 shipping,Pre-Owned,False,False
Nintendo NEW 3DS LL/XL Handheld Console - Lime Green VGC,C $276.83,+C $25.94 shipping,Pre-Owned,False,False
New Nintendo 3DS XL LL Metallic Blue Console Charger Japanese ver,C $219.24,Free shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Console Pearl White Dual IPS LCD Near Mint / Region Free,C $548.09,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Pokemon Solgaleo Lunala Black Console w/Accessories,C $411.06,Free shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯744,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
Black 'New' Nintendo 3DS XL Console With Games Bundle *Working* (V1) S#594,C $286.47,+C $36.15 shipping,Pre-Owned,True,True
Nintendo New 3DS XL [Black] Stylus OEM Charger + Fire Emblem Warriors TESTED!,C $342.49,+C $43.33 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Various Color Console only NTSC-J (Good),C $238.41,Free shipping,Pre-Owned,False,True
Nintendo New 3DS LL XL Console Pikachu Yellow Pokemon Used From Japan,C $269.93,+C $13.70 shipping,Pre-Owned,False,True
"Nintendo ""New"" 3DS XL Galaxy Edition Handheld System Purple TESTED CLEAN",C $287.74,+C $37.30 shipping,Pre-Owned,False,True
Broken “New” Grey Nintendo 3DS XL LL Japanese  As Is Missing Parts Repair Junk,C $75.35,+C $21.81 shipping,Parts Only,False,True
New Nintendo 3DS XL LL Console Pearl White w/Box Adapter SD Card Tested Japan JP,C $295.84,+C $27.40 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic red Japan Nintendo Console region Japanese ♯766,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3ds XL LL Red (Super Smash Bros Edition),C $390.52,+C $42.07 shipping,Pre-Owned,True,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black WORKING & READ DESC,C $232.93,+C $38.55 shipping,Pre-Owned,False,False
Nintendo New 3DS LL XL Monster Hunter Cross Hunting Life Start Pack Edition,C $245.26,Free shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯768,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
Nintendo new 3DS LL XL Console only Various colors Used JAPANESE ver. charger,C $216.07 to C $377.49,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Galaxy Edition Handheld System - Purple with Charger Tested!,C $283.57,+C $27.95 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Grey/Black  - RED-001 Tested And Working,C $258.91,+C $27.23 shipping,Pre-Owned,False,True
L3866 Nintendo new 3DS LL XL console Monster Hunter Cross Red Japan fx,C $246.63,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL Red Video Game Console GameStop Premium Recharged,C $315.14,+C $28.88 shipping,New (Other),False,True
Nintendo New 3DS LL XL Pearl White Japanese Version Console In Box Excellent,C $242.23,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL Galaxy Edition Near Mint In Box,C $411.06,+C $26.71 shipping,Pre-Owned,False,True
Nintendo New 3DS XL | 3 Free Games | Charger + 128 GB SD Card + Stylus Included ,C $315.16,+C $28.88 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Black x Lime Console region Japanese ♯728,C $232.94,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯752,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
*New* Nintendo 3DS XL Zelda Hyrule Edition w/ 12+ GAMES & CHARGER CIB Complete,C $842.70,+C $57.24 shipping,Pre-Owned,False,False
Metallic Black New 3DS XL Console And Charger Boxed,C $397.97,+C $55.84 shipping estimate,Pre-Owned,False,False
New Nintendo 3DS XL SNES Edition Gray 4 GB Handheld Console (NTSC) COMPLETE!,C $753.57,+C $41.82 shipping,New (Other),False,False
Nintendo NEW 3DS LL XL Black Console Japan imported parts junk　④,C $143.86,Free shipping,Parts Only,False,True
New Nintendo 3DS LL XL Super Smash Bros. North American edition USED No Box Blue,C $396.98,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Tested Gray (Model RED-001) Lot w/ Charger & Pokemon Pearl,C $308.31,+C $44.57 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS XL Pearl White IPS Screen Top Bottom A3295,C $411.07,+C $9.59 shipping,Pre-Owned,True,True
New Nintendo 3DS LL Console Pikachu Pokémon Limited Edition Japan (USA Seller),C $513.84,+C $34.75 shipping,Pre-Owned,False,True
New Nintendo 3DS XL  Handheld Gaming Console - Metallic Red  Dual IPS Screen,C $356.26,+C $30.09 shipping,Pre-Owned,False,True
IPS Dual Nintendo new 3DS LL White Used Tested Console Near Mint,C $464.24,Free shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS XL SNES Edition Console With Charger Tested,C $513.84,+C $53.38 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Pokemon Sun & Moon Console w/ Accessories - USA Seller,C $342.55,+C $48.33 shipping,Pre-Owned,False,True
New Nintendo 3DS XL SNES edition 32 GB,C $589.21,+C $36.97 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL metallic blue Console Japan imported parts junk　⑤,C $143.86,Free shipping,Parts Only,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver S2115,C $219.23,+C $9.59 shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS XL SNES Edition Gray 4 GB Handheld Console (NTSC),C $520.69,+C $54.81 shipping,Pre-Owned,False,True
New Nintendo 3DS XL & 2DS Used - Choose Your Console - Fast Shipping - Variety,C $163.06 to C $452.17,+C $42.24 shipping,Pre-Owned,False,True
New Nintendo 3DS XL  Handheld Gaming Console - Metallic Red  Dual IPS Screen,C $356.26,+C $30.09 shipping,Pre-Owned,False,True
New Nintendo 3DS XL  Handheld Gaming Console - Metallic Red  Dual IPS Screen,C $356.26,+C $30.09 shipping,Pre-Owned,False,True
IPS Top Nintendo new 3DS LL White Console Used Excellent,C $299.81,Free shipping,Pre-Owned,False,True
Nintendo New 3DS LL XL Metallic Black Console Touch Pen Charger SD Card Set Work,C $219.23,Free shipping,Pre-Owned,False,True
Nintendo New 3DS LL Metallic Blue Console Touch Pen Charger SD Box Set Tested,C $184.97,Free shipping,Pre-Owned,False,True
L2699 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan,C $188.41,Free shipping,Pre-Owned,True,True
L1664 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $267.88,Free shipping,Pre-Owned,True,True
New Nintendo 3DS XL Super Mario World Lime Green Complete In Box Charger Yoshi,C $685.11,+C $39.79 shipping,Brand New,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯726,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver S7278,C $246.63,+C $9.59 shipping,Pre-Owned,False,True
L3867 Nintendo new 3DS LL XL console Monster Hunter Cross Silver Japan fx,C $205.52,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Metallic Red IPS Display (128GB Region Free),C $363.36,+C $62.74 shipping estimate,Pre-Owned,False,True
New Nintendo 3DS XL Galaxy Edition Used In Original Box,C $378.18,+C $30.75 shipping,Pre-Owned,False,True
FOR REPAIR Nintendo New 3DS XL Handheld Gaming System - working read description,C $188.41,+C $33.09 shipping,Pre-Owned,True,True
[ MINT IN BOX ] NINTENDO NEW 3DS XL LL Pink - White Console Japan Version 4284,C $301.32,+C $27.39 shipping,Pre-Owned,False,False
Nintendo NEW 3DS LL XL Pearl White Console Japan imported parts junk　②,C $143.86,Free shipping,Parts Only,False,True
Nintendo New 3DS XL Super Famicom Japanese Version Unused,C $930.39,Free shipping,Brand New,False,True
Inbuilt Capture Card Blue New Nintendo 3DS XL Console 128gb Region Free,C $739.93,Free shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯725,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console Japan imported parts junk　①,C $143.86,Free shipping,Parts Only,False,True
Nintendo New 3DS XL Handheld Console - Super NES Edition - Excellent w/ Game,C $447.24,+C $32.78 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯734,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
USB-C INBUILT CAPTURE CARD Red New Nintendo 3DS XL Console 128gb REGION FREE,C $772.97,+C $45.47 shipping,Pre-Owned,False,True
Nintendo 3DS XL Metallic Red  - Handheld Gaming System - Bundle,C $349.41,+C $41.98 shipping,New (Other),True,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯727,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Red Console w/ Katsukity Capture Card - Dual IPS,"C $1,027.69",+C $44.90 shipping,Pre-Owned,False,True
New Nintendo 3DS XL - Galaxy Edition - Includes charger - Super Mario 2 Game,C $390.52,+C $50.97 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Metallic Black - PARTS ONLY FAULTY Read Description,C $164.36,+C $47.77 shipping estimate,Parts Only,False,False
Nintendo New 3DS XL Galaxy Edition Handheld System - Purple with Charger Tested!,C $301.45,+C $48.34 shipping,Pre-Owned,False,True
Nintendo New 3DS XL SNES Edition Handheld Console  dozens of eShop games Mint,"C $1,027.69",+C $67.03 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL Color Metallic Blue handheld System Console Only,C $201.43,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black For Parts,C $130.17,+C $37.12 shipping,Parts Only,False,True
Nintendo New 3DS Black Tested Japan ver R5951,C $213.75,+C $9.59 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Pokemon Sun and Moon Limited edition Console + Games 32GB,C $378.93,+C $67.27 shipping estimate,Pre-Owned,False,True
New Nintendo 3DS LL XL Console Metallic Red Dual IPS Near Mint / Region Free,C $548.09,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Pink White Console Stylus Working Tested Japanese ver,C $233.70,Free shipping,Pre-Owned,False,True
L3869 Nintendo new 3DS LL XL console Red x Black Smash bros model Japan x,C $274.04,Free shipping,Pre-Owned,False,True
M Nintendo New 3DS console LL XL Select Color Japan ver Free Ship Red Blue White,C $232.93,Free shipping,Pre-Owned,False,True
Nintendo NEW 3DS XL LL Metallic Gray Console w/ extras (USA Seller) * IPS *,C $308.29,+C $39.37 shipping,Pre-Owned,False,True
Nintendo NEW 3DS XL LL Gold 4GB Console w/ Extras (USA Seller),C $342.55,+C $40.38 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger+ 4GB (USA Seller),C $280.89,+C $38.56 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger + 4GB SD * IPS *,C $301.44,+C $39.16 shipping,Pre-Owned,False,True
Nintendo NEW 3DS XL LL Gold 4GB Console w/ Extras (USA Seller),C $342.55,+C $40.38 shipping,Pre-Owned,False,True
Nintendo NEW 3DS XL Metallic Gray Console w/ extras (USA Seller),C $287.74,+C $38.76 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger + 4GB SD * IPS *,C $301.44,+C $39.16 shipping,Pre-Owned,False,True
Nintendo New 3DS XL With Pokemon Crystal 4GB Handheld Gaming System - Black,C $315.14,+C $42.31 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld GAME BUNDLE LOT -  Black - xtra Stylus-New Charger,C $356.25,+C $30.09 shipping,Pre-Owned,False,True
*New* Nintendo 3DS XL Legend Of Zelda Hyrule Edition charger/stylus *BONUS GAMES,C $356.26,+C $30.09 shipping,Pre-Owned,False,False
New Nintendo 3DS XL LL Monster Hunter 4G Special Console Charger [CC],C $252.13,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Pink White Console Only Japanese ver Used JUNK for parts,C $137.02,+C $34.26 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Monster Hunter 4G IPS Screen TOP Only Japan ver S6504,C $232.93,+C $9.59 shipping,Pre-Owned,False,True
"Nintendo - New 3DS XL Black [BROKEN CIRCLE PAD, FOR REPAIR]",C $144.56,+C $23.86 shipping,Parts Only,False,True
[ MINT IN BOX ] NINTENDO NEW 3DS XL LL Metallic Black Console Japan Version 4227,C $287.62,+C $27.39 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Animal Crossing Happy Home Designer Pack Console Japanese,C $274.05,+C $27.40 shipping,Pre-Owned,False,True
New 3DS black  Nintendo Console region Japanese ♯703,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS Disney Magic Castle My Happy Life Console region Japanese ♯615,C $226.09,+C $20.55 shipping,Pre-Owned,False,True
[ MINT ] NINTENDO NEW 3DS XL LL Metallic Black Console Japan Version 4283,C $273.91,+C $13.69 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console Japan imported parts junk　③,C $143.86,Free shipping,Parts Only,False,True
B18 Nintendo new 3DS LL XL console Metallic Black  JP Handheld System JUNK sx,C $106.88,+C $34.26 shipping,Parts Only,True,True
B20 Nintendo new 3DS LL XL console Metallic Blue N3DS Handheld Japan JP USED,C $163.74,+C $34.26 shipping,Pre-Owned,True,True
"""New"" Nintendo 3DS XL System- Red Tested w/ charger, 4gb microSD card, and games",C $280.90,+C $27.87 shipping,Pre-Owned,False,True
B19 Nintendo new 3DS LL XL console Metallic Blue N3DS Handheld Japan JP USED,C $173.34,+C $34.26 shipping,Pre-Owned,True,True
B29 Nintendo new 3DS LL XL console Metallic Blue JAPAN Box Adapter Working SET,C $200.74,+C $34.26 shipping,Pre-Owned,True,True
B5 Nintendo new 3DS LL XL console Lime x Black JAPAN Game Adapter Box SET,C $219.65,+C $34.26 shipping,Pre-Owned,True,True
B4 Nintendo new 3DS LL XL console Metallic Red JAPAN Game Adapter Box SET,C $277.48,+C $34.26 shipping,Pre-Owned,True,True
B2 Nintendo new 3DS LL XL console Metallic Blue JP Serial Number Match Box SET,C $252.81,+C $34.26 shipping,Pre-Owned,True,True
B30 Nintendo new 3DS LL XL console Metallic Red Box Adapter Pen Working SET,C $222.67,+C $34.26 shipping,Pre-Owned,True,True
Nintendo New 3DS XL Hyrule Edition - Dual IPS - Near Mint - w/ Bonus Acessories,"C $1,725.00",+C $20.95 shipping,Open Box,True,True
[For Parts] New 3DS LL XL Console Random Color Junk Nintendo Japan,C $127.42,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Blue Console Stylus Japanese ver [H],C $219.10,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL | 3 Free Games | Charger + 128 GB SD Card + Stylus Included ,C $315.16,+C $28.88 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Zelda Majoras Mask Edition - M*dded - Top Screen IPS,C $510.43,+C $59.71 shipping estimate,Pre-Owned,False,True
Nintendo new 3DS LL XL Console Metallic black Tested working Same Day Shipping,C $245.27,+C $46.01 shipping,Pre-Owned,False,True
NEW Nintendo 3DS XL Black 64 GB Tested and Working Great Condition,C $287.75,+C $39.86 shipping,Pre-Owned,False,True
L3321 Ship Free Nintendo new 3DS LL XL console Metallic Red Japan w/box,C $195.95,Free shipping,Pre-Owned,True,True
New 3DS black  Nintendo Console region Japanese ♯691,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
